S,Trig,Condition
NDARYZ656HJ9,15,m_noise__ild_0__itd_50__targ_l
NDARYZ656HJ9,4,m_noise__ild_0__itd_50__targ_r
NDARYZ656HJ9,5,m_speech__ild_0__itd_500__targ_r
NDARYZ656HJ9,6,m_speech__ild_10__itd_0__targ_l
NDARYZ656HJ9,7,m_speech__ild_0__itd_50__targ_r
NDARYZ656HJ9,8,m_noise__ild_0__itd_500__targ_r
NDARYZ656HJ9,9,m_speech__ild_0__itd_50__targ_l
NDARYZ656HJ9,10,m_noise__ild_0__itd_500__targ_l
NDARYZ656HJ9,11,m_speech__ild_0__itd_500__targ_l
NDARYZ656HJ9,12,m_speech__ild_10__itd_0__targ_r
NDARYZ656HJ9,13,m_noise__ild_10__itd_0__targ_l
NDARYZ656HJ9,14,m_noise__ild_10__itd_0__targ_r
NDARYZ656HJ9,15,m_noise__ild_0__itd_50__targ_l
NDARYZ656HJ9,1,Inhale
NDARYZ656HJ9,2,Exhale
NDARYZ656HJ9,3,Hold_Breath
NDARYZ656HJ9,4,m_noise__ild_0__itd_50__targ_r
NDARYZ656HJ9,5,m_speech__ild_0__itd_500__targ_r
NDARYZ656HJ9,6,m_speech__ild_10__itd_0__targ_l
NDARYZ656HJ9,7,m_speech__ild_0__itd_50__targ_r
NDARYZ656HJ9,8,m_noise__ild_0__itd_500__targ_r
NDARYZ656HJ9,9,m_speech__ild_0__itd_50__targ_l
NDARYZ656HJ9,10,m_noise__ild_0__itd_500__targ_l
NDARYZ656HJ9,11,m_speech__ild_0__itd_500__targ_l
NDARYZ656HJ9,12,m_speech__ild_10__itd_0__targ_r
NDARYZ656HJ9,13,m_noise__ild_10__itd_0__targ_l
NDARYZ656HJ9,14,m_noise__ild_10__itd_0__targ_r
NDARYZ656HJ9,15,m_noise__ild_0__itd_50__targ_l
501,4,m_noise__ild_0__itd_50__targ_r
501,5,m_speech__ild_0__itd_500__targ_r
501,6,m_speech__ild_10__itd_0__targ_l
501,7,m_speech__ild_0__itd_50__targ_r
501,8,m_noise__ild_0__itd_500__targ_r
501,9,m_speech__ild_0__itd_50__targ_l
501,10,m_noise__ild_0__itd_500__targ_l
501,11,m_speech__ild_0__itd_500__targ_l
501,12,m_speech__ild_10__itd_0__targ_r
501,13,m_noise__ild_10__itd_0__targ_l
501,14,m_noise__ild_10__itd_0__targ_r
501,15,m_noise__ild_0__itd_50__targ_l
501,1,Inhale
501,2,Exhale
501,3,Hold_Breath
501,4,m_noise__ild_0__itd_50__targ_r
501,5,m_speech__ild_0__itd_500__targ_r
501,6,m_speech__ild_10__itd_0__targ_l
501,7,m_speech__ild_0__itd_50__targ_r
501,8,m_noise__ild_0__itd_500__targ_r
501,9,m_speech__ild_0__itd_50__targ_l
501,10,m_noise__ild_0__itd_500__targ_l
501,11,m_speech__ild_0__itd_500__targ_l
501,12,m_speech__ild_10__itd_0__targ_r
501,13,m_noise__ild_10__itd_0__targ_l
501,14,m_noise__ild_10__itd_0__targ_r
501,15,m_noise__ild_0__itd_50__targ_l
501,4,m_noise__ild_0__itd_50__targ_r
501,5,m_speech__ild_0__itd_500__targ_r
501,6,m_speech__ild_10__itd_0__targ_l
501,7,m_speech__ild_0__itd_50__targ_r
501,8,m_noise__ild_0__itd_500__targ_r
501,9,m_speech__ild_0__itd_50__targ_l
501,10,m_noise__ild_0__itd_500__targ_l
501,11,m_speech__ild_0__itd_500__targ_l
501,12,m_speech__ild_10__itd_0__targ_r
501,13,m_noise__ild_10__itd_0__targ_l
501,14,m_noise__ild_10__itd_0__targ_r
501,15,m_noise__ild_0__itd_50__targ_l
501,1,Inhale
501,2,Exhale
501,3,Hold_Breath
501,4,m_noise__ild_0__itd_50__targ_r
501,5,m_speech__ild_0__itd_500__targ_r
501,6,m_speech__ild_10__itd_0__targ_l
501,7,m_speech__ild_0__itd_50__targ_r
501,8,m_noise__ild_0__itd_500__targ_r
501,9,m_speech__ild_0__itd_50__targ_l
501,10,m_noise__ild_0__itd_500__targ_l
501,11,m_speech__ild_0__itd_500__targ_l
501,12,m_speech__ild_10__itd_0__targ_r
501,13,m_noise__ild_10__itd_0__targ_l
501,14,m_noise__ild_10__itd_0__targ_r
501,15,m_noise__ild_0__itd_50__targ_l
NDARCD778KPR,4,m_noise__ild_0__itd_50__targ_r
NDARCD778KPR,5,m_speech__ild_0__itd_500__targ_r
NDARCD778KPR,6,m_speech__ild_10__itd_0__targ_l
NDARCD778KPR,7,m_speech__ild_0__itd_50__targ_r
NDARCD778KPR,8,m_noise__ild_0__itd_500__targ_r
NDARCD778KPR,9,m_speech__ild_0__itd_50__targ_l
NDARCD778KPR,10,m_noise__ild_0__itd_500__targ_l
NDARCD778KPR,11,m_speech__ild_0__itd_500__targ_l
NDARCD778KPR,12,m_speech__ild_10__itd_0__targ_r
NDARCD778KPR,13,m_noise__ild_10__itd_0__targ_l
NDARCD778KPR,14,m_noise__ild_10__itd_0__targ_r
NDARCD778KPR,15,m_noise__ild_0__itd_50__targ_l
NDARCD778KPR,1,Inhale
NDARCD778KPR,2,Exhale
NDARCD778KPR,3,Hold_Breath
NDARCD778KPR,4,m_noise__ild_0__itd_50__targ_r
NDARCD778KPR,5,m_speech__ild_0__itd_500__targ_r
NDARCD778KPR,6,m_speech__ild_10__itd_0__targ_l
NDARCD778KPR,7,m_speech__ild_0__itd_50__targ_r
NDARCD778KPR,8,m_noise__ild_0__itd_500__targ_r
NDARCD778KPR,9,m_speech__ild_0__itd_50__targ_l
NDARCD778KPR,10,m_noise__ild_0__itd_500__targ_l
NDARCD778KPR,11,m_speech__ild_0__itd_500__targ_l
NDARCD778KPR,12,m_speech__ild_10__itd_0__targ_r
NDARCD778KPR,13,m_noise__ild_10__itd_0__targ_l
NDARCD778KPR,14,m_noise__ild_10__itd_0__targ_r
NDARCD778KPR,15,m_noise__ild_0__itd_50__targ_l
NDARCD778KPR,4,m_noise__ild_0__itd_50__targ_r
NDARCD778KPR,5,m_speech__ild_0__itd_500__targ_r
NDARCD778KPR,6,m_speech__ild_10__itd_0__targ_l
NDARCD778KPR,7,m_speech__ild_0__itd_50__targ_r
NDARCD778KPR,8,m_noise__ild_0__itd_500__targ_r
NDARCD778KPR,9,m_speech__ild_0__itd_50__targ_l
NDARCD778KPR,10,m_noise__ild_0__itd_500__targ_l
NDARCD778KPR,11,m_speech__ild_0__itd_500__targ_l
NDARCD778KPR,12,m_speech__ild_10__itd_0__targ_r
NDARCD778KPR,13,m_noise__ild_10__itd_0__targ_l
NDARCD778KPR,14,m_noise__ild_10__itd_0__targ_r
NDARCD778KPR,15,m_noise__ild_0__itd_50__targ_l
NDARCD778KPR,1,Inhale
NDARCD778KPR,2,Exhale
NDARCD778KPR,3,Hold_Breath
NDARCD778KPR,4,m_noise__ild_0__itd_50__targ_r
NDARCD778KPR,5,m_speech__ild_0__itd_500__targ_r
NDARCD778KPR,6,m_speech__ild_10__itd_0__targ_l
NDARCD778KPR,7,m_speech__ild_0__itd_50__targ_r
NDARCD778KPR,8,m_noise__ild_0__itd_500__targ_r
NDARCD778KPR,9,m_speech__ild_0__itd_50__targ_l
NDARCD778KPR,10,m_noise__ild_0__itd_500__targ_l
NDARCD778KPR,11,m_speech__ild_0__itd_500__targ_l
NDARCD778KPR,12,m_speech__ild_10__itd_0__targ_r
NDARCD778KPR,13,m_noise__ild_10__itd_0__targ_l
NDARCD778KPR,14,m_noise__ild_10__itd_0__targ_r
NDARCD778KPR,15,m_noise__ild_0__itd_50__targ_l
NDARMY829TKN,4,m_noise__ild_0__itd_50__targ_r
NDARMY829TKN,5,m_speech__ild_0__itd_500__targ_r
NDARMY829TKN,6,m_speech__ild_10__itd_0__targ_l
NDARMY829TKN,7,m_speech__ild_0__itd_50__targ_r
NDARMY829TKN,8,m_noise__ild_0__itd_500__targ_r
NDARMY829TKN,9,m_speech__ild_0__itd_50__targ_l
NDARMY829TKN,10,m_noise__ild_0__itd_500__targ_l
NDARMY829TKN,11,m_speech__ild_0__itd_500__targ_l
NDARMY829TKN,12,m_speech__ild_10__itd_0__targ_r
NDARMY829TKN,13,m_noise__ild_10__itd_0__targ_l
NDARMY829TKN,14,m_noise__ild_10__itd_0__targ_r
NDARMY829TKN,15,m_noise__ild_0__itd_50__targ_l
NDARMY829TKN,1,Inhale
NDARMY829TKN,2,Exhale
NDARMY829TKN,3,Hold_Breath
NDARMY829TKN,4,m_noise__ild_0__itd_50__targ_r
NDARMY829TKN,5,m_speech__ild_0__itd_500__targ_r
NDARMY829TKN,6,m_speech__ild_10__itd_0__targ_l
NDARMY829TKN,7,m_speech__ild_0__itd_50__targ_r
NDARMY829TKN,8,m_noise__ild_0__itd_500__targ_r
NDARMY829TKN,9,m_speech__ild_0__itd_50__targ_l
NDARMY829TKN,10,m_noise__ild_0__itd_500__targ_l
NDARMY829TKN,11,m_speech__ild_0__itd_500__targ_l
NDARMY829TKN,12,m_speech__ild_10__itd_0__targ_r
NDARMY829TKN,13,m_noise__ild_10__itd_0__targ_l
NDARMY829TKN,14,m_noise__ild_10__itd_0__targ_r
NDARMY829TKN,15,m_noise__ild_0__itd_50__targ_l
NDARMY829TKN,4,m_noise__ild_0__itd_50__targ_r
NDARMY829TKN,5,m_speech__ild_0__itd_500__targ_r
NDARMY829TKN,6,m_speech__ild_10__itd_0__targ_l
NDARMY829TKN,7,m_speech__ild_0__itd_50__targ_r
NDARMY829TKN,8,m_noise__ild_0__itd_500__targ_r
NDARMY829TKN,9,m_speech__ild_0__itd_50__targ_l
NDARMY829TKN,10,m_noise__ild_0__itd_500__targ_l
NDARMY829TKN,11,m_speech__ild_0__itd_500__targ_l
NDARMY829TKN,12,m_speech__ild_10__itd_0__targ_r
NDARMY829TKN,13,m_noise__ild_10__itd_0__targ_l
NDARMY829TKN,14,m_noise__ild_10__itd_0__targ_r
NDARMY829TKN,15,m_noise__ild_0__itd_50__targ_l
NDARMY829TKN,1,Inhale
NDARMY829TKN,2,Exhale
NDARMY829TKN,3,Hold_Breath
NDARMY829TKN,4,m_noise__ild_0__itd_50__targ_r
NDARMY829TKN,5,m_speech__ild_0__itd_500__targ_r
NDARMY829TKN,6,m_speech__ild_10__itd_0__targ_l
NDARMY829TKN,7,m_speech__ild_0__itd_50__targ_r
NDARMY829TKN,8,m_noise__ild_0__itd_500__targ_r
NDARMY829TKN,9,m_speech__ild_0__itd_50__targ_l
NDARMY829TKN,10,m_noise__ild_0__itd_500__targ_l
NDARMY829TKN,11,m_speech__ild_0__itd_500__targ_l
NDARMY829TKN,12,m_speech__ild_10__itd_0__targ_r
NDARMY829TKN,13,m_noise__ild_10__itd_0__targ_l
NDARMY829TKN,14,m_noise__ild_10__itd_0__targ_r
NDARMY829TKN,15,m_noise__ild_0__itd_50__targ_l
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,1,Inhale
999,2,Exhale
999,3,Hold_Breath
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,1,Inhale
999,2,Exhale
999,3,Hold_Breath
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,1,Inhale
999,2,Exhale
999,3,Hold_Breath
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,1,Inhale
999,2,Exhale
999,3,Hold_Breath
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,1,Inhale
999,2,Exhale
999,3,Hold_Breath
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,1,Inhale
999,2,Exhale
999,3,Hold_Breath
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,1,Inhale
999,2,Exhale
999,3,Hold_Breath
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,1,Inhale
999,2,Exhale
999,3,Hold_Breath
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
999,14,m_noise__ild_10__itd_0__targ_r
999,15,m_noise__ild_0__itd_50__targ_l
999,1,Inhale
999,2,Exhale
999,3,Hold_Breath
999,4,m_noise__ild_0__itd_50__targ_r
999,5,m_speech__ild_0__itd_500__targ_r
999,6,m_speech__ild_10__itd_0__targ_l
999,7,m_speech__ild_0__itd_50__targ_r
999,8,m_noise__ild_0__itd_500__targ_r
999,9,m_speech__ild_0__itd_50__targ_l
999,10,m_noise__ild_0__itd_500__targ_l
999,11,m_speech__ild_0__itd_500__targ_l
999,12,m_speech__ild_10__itd_0__targ_r
999,13,m_noise__ild_10__itd_0__targ_l
